textid	predicted	wordpos
5ad41733604f3c001a400381	[]	[]
5ad41733604f3c001a400382	['discoverer', 'Joseph']	[80, 81]
5ad41733604f3c001a400383	['latent']	[71]
5711648850c2381900b54ac3	[]	[]
5711648850c2381900b54ac4	['its', 'liquid']	[33, 34]
5711648850c2381900b54ac5	['only', '1', '%', 'to', '3']	[52, 53, 54, 55, 56]
5711648850c2381900b54ac6	[]	[]
5ad419f8604f3c001a400499	[]	[]
5ad419f8604f3c001a40049a	['its', 'liquid']	[33, 34]
5ad419f8604f3c001a40049b	['only', '1', '%', 'to', '3']	[52, 53, 54, 55, 56]
5ad419f8604f3c001a40049c	['approaching', '1500', '°']	[99, 100, 101]
5ad419f8604f3c001a40049d	[]	[]
5711651050c2381900b54acb	[]	[]
5711651050c2381900b54acc	['recover', 'latent', 'heat', 'of', 'vaporisation']	[29, 31, 32, 33, 34]
5711651050c2381900b54acd	[]	[]
5711651050c2381900b54ace	['(']	[89]
5711651050c2381900b54acf	[]	[]
5ad3d560604f3c001a3ff2c5	[]	[]
5ad3d560604f3c001a3ff2c6	[]	[]
5ad3d560604f3c001a3ff2c7	[]	[]
5ad3d560604f3c001a3ff2c8	[]	[]
5ad3d560604f3c001a3ff2c9	[]	[]
5711658e50c2381900b54ad5	[]	[]
5711658e50c2381900b54ad6	[]	[]
5711658e50c2381900b54ad7	[]	[]
5711658e50c2381900b54ad8	[]	[]
5711658e50c2381900b54ad9	['of']	[75]
5ad3ef13604f3c001a3ff7f9	[]	[]
5ad3ef13604f3c001a3ff7fa	['of']	[75]
5ad3ef13604f3c001a3ff7fb	[]	[]
5ad3ef13604f3c001a3ff7fc	[]	[]
5ad3ef13604f3c001a3ff7fd	[]	[]
571166352419e314009555f1	[]	[]
571166352419e314009555f2	[]	[]
571166352419e314009555f3	['an', 'electrical']	[20, 21]
571166352419e314009555f4	[]	[]
571166352419e314009555f5	[]	[]
5ad3fabc604f3c001a3ffb1b	[]	[]
5ad3fabc604f3c001a3ffb1c	[]	[]
5ad3fabc604f3c001a3ffb1d	[]	[]
5ad3fabc604f3c001a3ffb1e	[]	[]
5ad3fabc604f3c001a3ffb1f	[]	[]
5711669550c2381900b54adf	['practical', 'Carnot', 'a']	[10, 11, 9]
5711669550c2381900b54ae0	[]	[]
5711669550c2381900b54ae1	['(', 'constant']	[53, 54]
5711669550c2381900b54ae2	[]	[]
5711669550c2381900b54ae3	[]	[]
5ad414dd604f3c001a4002c7	[]	[]
5ad414dd604f3c001a4002c8	[]	[]
5ad414dd604f3c001a4002c9	[]	[]
5ad414dd604f3c001a4002ca	[]	[]
5ad414dd604f3c001a4002cb	[]	[]
571a484210f8ca1400304fbd	[]	[]
571a484210f8ca1400304fbe	[]	[]
571a484210f8ca1400304fbf	[]	[]
571a484210f8ca1400304fc0	[]	[]
571a484210f8ca1400304fc1	[]	[]
571c3a685efbb31900334db2	['number']	[11]
571c3a685efbb31900334db3	['the', 'chalcogen']	[19, 20]
571c3a685efbb31900334db4	[]	[]
571c3a685efbb31900334db5	[]	[]
571c3a685efbb31900334db6	['form']	[80]
5ad21646d7d075001a4283c4	[]	[]
5ad21646d7d075001a4283c5	[]	[]
5ad21646d7d075001a4283c6	[]	[]
5ad21646d7d075001a4283c7	[]	[]
571a49de4faf5e1900b8a94a	['by']	[75]
571a49de4faf5e1900b8a94b	[]	[]
571a49de4faf5e1900b8a94c	[]	[]
571c3c47dd7acb1400e4c09c	[]	[]
571c3c47dd7acb1400e4c09d	[]	[]
571c3c47dd7acb1400e4c09e	[]	[]
571c3c47dd7acb1400e4c09f	['from']	[87]
571c3c47dd7acb1400e4c0a0	[]	[]
5ad21e1ad7d075001a42846e	['nucleic', 'acids']	[15, 16]
5ad21e1ad7d075001a42846f	['.', 'Oxygen']	[66, 67]
5ad21e1ad7d075001a428470	[]	[]
5ad21e1ad7d075001a428471	[]	[]
571a4b0f10f8ca1400304fd5	[',', 'Robert']	[6, 7]
571a4b0f10f8ca1400304fd6	[]	[]
571a4b0f10f8ca1400304fd7	[]	[]
571a4b0f10f8ca1400304fd8	[]	[]
571c3e8cdd7acb1400e4c0a6	[',', 'Robert']	[6, 7]
571c3e8cdd7acb1400e4c0a7	['called', 'spiritus', 'nitroaereus']	[41, 42, 43]
571c3e8cdd7acb1400e4c0a8	[]	[]
571c3e8cdd7acb1400e4c0a9	[]	[]
571c3e8cdd7acb1400e4c0aa	[]	[]
5ad22a95d7d075001a4285da	[]	[]
5ad22a95d7d075001a4285db	[]	[]
5ad22a96d7d075001a4285dc	[]	[]
5ad22a96d7d075001a4285dd	[]	[]
5ad22a96d7d075001a4285de	[]	[]
571a4d1a4faf5e1900b8a958	[]	[]
571a4d1a4faf5e1900b8a959	[]	[]
571a4d1a4faf5e1900b8a95a	['on', 'mercuric']	[22, 23]
571a4d1a4faf5e1900b8a95b	['dephlogisticated\']"']	[40]
571c4132dd7acb1400e4c0b0	[]	[]
571c4132dd7acb1400e4c0b1	['"[\'""', 'dephlogisticated\']"']	[39, 40]
571c4132dd7acb1400e4c0b2	['in']	[115]
571c4132dd7acb1400e4c0b3	[]	[]
571c4132dd7acb1400e4c0b4	[]	[]
5ad22cd0d7d075001a428618	[]	[]
5ad22cd0d7d075001a428619	[]	[]
5ad22cd0d7d075001a42861a	[]	[]
5ad22cd0d7d075001a42861b	[]	[]
571a4ead10f8ca1400304fdd	[]	[]
571a4ead10f8ca1400304fde	[]	[]
571a4ead10f8ca1400304fdf	[]	[]
571a4ead10f8ca1400304fe0	[]	[]
571c7abfdd7acb1400e4c0ba	[',', 'Philo', 'of']	[25, 26, 27]
571c7abfdd7acb1400e4c0bb	['into', 'the', 'classical', 'element']	[76, 77, 78, 79]
571c7abfdd7acb1400e4c0bc	['work']	[32]
571c7abfdd7acb1400e4c0bd	['later', 'Leonardo']	[95, 96]
571c7abfdd7acb1400e4c0be	[]	[]
5ad21f6fd7d075001a4284a4	[]	[]
5ad21f6fd7d075001a4284a5	[]	[]
5ad21f6fd7d075001a4284a6	['later', 'Leonardo']	[95, 96]
5ad21f6fd7d075001a4284a7	[]	[]
571a50df4faf5e1900b8a960	['an']	[26]
571a50df4faf5e1900b8a961	[]	[]
571a50df4faf5e1900b8a962	[]	[]
571a50df4faf5e1900b8a963	[]	[]
571cebc05efbb31900334e48	['rapid']	[7]
571cebc05efbb31900334e49	[]	[]
571cebc05efbb31900334e4a	[]	[]
571cebc05efbb31900334e4b	[]	[]
571cebc05efbb31900334e4c	[]	[]
5ad2678ad7d075001a42922c	['rapid']	[7]
5ad2678ad7d075001a42922d	[]	[]
5ad2678ad7d075001a42922e	[]	[]
5ad2678ad7d075001a42922f	[]	[]
5ad2678ad7d075001a429230	[]	[]
571a52cb4faf5e1900b8a969	[]	[]
571a52cb4faf5e1900b8a96a	[]	[]
571a52cb4faf5e1900b8a96b	[]	[]
571ce9bddd7acb1400e4c1a0	[]	[]
571ce9bddd7acb1400e4c1a1	[]	[]
571ce9bddd7acb1400e4c1a2	[]	[]
571ce9bddd7acb1400e4c1a4	[]	[]
5ad2685dd7d075001a429276	[]	[]
5ad2685dd7d075001a429278	['a']	[64]
5ad2685dd7d075001a429279	['to', 'proceed', 'rapidly', 'and']	[7, 8, 9, 10]
571a53d410f8ca1400304fe5	[]	[]
571a53d410f8ca1400304fe6	[]	[]
571a53d410f8ca1400304fe7	[]	[]
571ce7f25efbb31900334e3e	[]	[]
571ce7f25efbb31900334e3f	[]	[]
571ce7f25efbb31900334e40	[]	[]
571ce7f25efbb31900334e41	[]	[]
571ce7f25efbb31900334e42	[]	[]
5ad26235d7d075001a429080	['of', 'carbon']	[13, 14]
5ad26235d7d075001a429081	[]	[]
5ad26235d7d075001a429082	[]	[]
5ad26235d7d075001a429083	[]	[]
571c7d55dd7acb1400e4c0c4	['were']	[12]
571c7d55dd7acb1400e4c0c5	['with', 'to', 'one']	[27, 29, 30]
571c7d55dd7acb1400e4c0c6	['was']	[43]
571c7d55dd7acb1400e4c0c7	[]	[]
571c7d55dd7acb1400e4c0c8	[]	[]
5ad23e1bd7d075001a4288b4	[]	[]
5ad23e1bd7d075001a4288b5	[]	[]
5ad23e1bd7d075001a4288b6	['is', 'formed', 'of', 'two', 'volumes', 'hydrogen', 'and', 'one', 'volume']	[83, 84, 85, 86, 87, 88, 89, 90, 91]
5ad23e1bd7d075001a4288b7	[]	[]
5ad23e1bd7d075001a4288b8	[',', 'Joseph', 'Louis']	[70, 71, 72]
571c8198dd7acb1400e4c0ce	[]	[]
571c8198dd7acb1400e4c0cf	[]	[]
571c8198dd7acb1400e4c0d0	[]	[]
571c8198dd7acb1400e4c0d1	[]	[]
571c8198dd7acb1400e4c0d2	[]	[]
5ad22b87d7d075001a428600	[]	[]
5ad22b87d7d075001a428601	[]	[]
5ad22b87d7d075001a428602	[]	[]
5ad22b87d7d075001a428603	[]	[]
571c83f3dd7acb1400e4c0d8	[]	[]
571c83f3dd7acb1400e4c0d9	[]	[]
571c83f3dd7acb1400e4c0da	[]	[]
571c83f3dd7acb1400e4c0db	['to', 'each']	[12, 13]
571c83f3dd7acb1400e4c0dc	[]	[]
5ad24180d7d075001a428970	[]	[]
5ad24180d7d075001a428971	[]	[]
5ad24180d7d075001a428972	[]	[]
5ad24180d7d075001a428973	[]	[]
571c8539dd7acb1400e4c0e2	[]	[]
571c8539dd7acb1400e4c0e3	[]	[]
571c8539dd7acb1400e4c0e4	[]	[]
571c8539dd7acb1400e4c0e5	[]	[]
571c8539dd7acb1400e4c0e6	[]	[]
5ad21ebdd7d075001a428488	[]	[]
5ad21ebdd7d075001a428489	[]	[]
5ad21ebdd7d075001a42848a	[]	[]
5ad21ebdd7d075001a42848b	['by', 'Antoine']	[47, 48]
571c879bdd7acb1400e4c0ec	[]	[]
571c879bdd7acb1400e4c0ed	['as', 'triplet']	[87, 88]
571c879bdd7acb1400e4c0ee	[]	[]
571c879bdd7acb1400e4c0ef	['prevents']	[140]
571c879bdd7acb1400e4c0f0	[]	[]
5ad24369d7d075001a4289ea	['as']	[87]
5ad24369d7d075001a4289eb	[]	[]
5ad24369d7d075001a4289ec	[]	[]
5ad24369d7d075001a4289ed	[]	[]
571c8eb9dd7acb1400e4c0f6	[]	[]
571c8eb9dd7acb1400e4c0f7	['in']	[58]
571c8eb9dd7acb1400e4c0f8	[]	[]
571c8eb9dd7acb1400e4c0f9	['in']	[97]
571c8eb9dd7acb1400e4c0fa	[]	[]
5ad2381dd7d075001a42882a	[]	[]
5ad2381dd7d075001a42882b	[]	[]
5ad2381dd7d075001a42882c	['in']	[97]
571c9074dd7acb1400e4c100	['as']	[9]
571c9074dd7acb1400e4c101	[]	[]
571c9074dd7acb1400e4c102	[]	[]
571c9074dd7acb1400e4c103	['a', 'protective', 'radiation']	[75, 76, 77]
571c9074dd7acb1400e4c104	[]	[]
5ad24ce8d7d075001a428c0c	['as']	[9]
5ad24ce8d7d075001a428c0d	[]	[]
5ad24ce8d7d075001a428c0e	[]	[]
5ad24ce8d7d075001a428c0f	[]	[]
571c91c8dd7acb1400e4c10a	[]	[]
571c91c8dd7acb1400e4c10b	[]	[]
571c91c8dd7acb1400e4c10c	[]	[]
571c91c8dd7acb1400e4c10d	[]	[]
571c91c8dd7acb1400e4c10e	[]	[]
5ad24b13d7d075001a428bcc	['called']	[10]
5ad24b13d7d075001a428bcd	[]	[]
5ad24b13d7d075001a428bce	[]	[]
5ad24b13d7d075001a428bcf	[]	[]
571c9348dd7acb1400e4c114	['chemist', 'James']	[4, 5]
571c9348dd7acb1400e4c115	[]	[]
571c9348dd7acb1400e4c116	['in']	[29]
571c9348dd7acb1400e4c118	[',']	[75]
5ad23f8fd7d075001a4288ec	[]	[]
5ad23f8fd7d075001a4288ed	[]	[]
5ad23f8fd7d075001a4288ee	[]	[]
5ad23f8fd7d075001a4288ef	[]	[]
571c96095efbb31900334dbc	['TEXT']	[0]
571c96095efbb31900334dbd	[]	[]
571c96095efbb31900334dbe	[]	[]
571c96095efbb31900334dbf	[]	[]
571c96095efbb31900334dc0	[]	[]
5ad24de6d7d075001a428c32	[]	[]
5ad24de6d7d075001a428c33	['contains', 'approximately', '1', 'molecule', 'of', 'dissolved', 'O', '2', 'for', 'every', 'molecules', 'N']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]
5ad24de6d7d075001a428c34	[]	[]
5ad24de6d7d075001a428c35	[]	[]
571c97e2dd7acb1400e4c11e	[]	[]
571c97e2dd7acb1400e4c11f	[]	[]
571c97e2dd7acb1400e4c120	['About', '0', '.', '9']	[40, 41, 42, 43]
571c97e2dd7acb1400e4c121	[]	[]
571c97e2dd7acb1400e4c122	[]	[]
5ad24ff3d7d075001a428ca4	['TEXT']	[0]
5ad24ff3d7d075001a428ca5	[]	[]
5ad24ff3d7d075001a428ca6	[]	[]
5ad24ff3d7d075001a428ca7	[]	[]
5ad24ff3d7d075001a428ca8	[]	[]
571caac55efbb31900334dc6	['late']	[3]
571caac55efbb31900334dc7	[]	[]
571caac55efbb31900334dc8	[]	[]
571caac55efbb31900334dc9	[]	[]
571caac55efbb31900334dca	['on', 'March']	[135, 136]
5ad23eefd7d075001a4288d8	[]	[]
5ad23eefd7d075001a4288d9	[]	[]
5ad23eefd7d075001a4288da	[]	[]
5ad23eefd7d075001a4288db	[]	[]
5ad23eefd7d075001a4288dc	[]	[]
571cac5d5efbb31900334dd0	[]	[]
571cac5d5efbb31900334dd1	[]	[]
571cac5d5efbb31900334dd2	[]	[]
571cac5d5efbb31900334dd3	[]	[]
571cac5d5efbb31900334dd4	[]	[]
5ad25553d7d075001a428d34	['samples', 'from', 'the']	[11, 12, 13]
5ad25553d7d075001a428d35	[]	[]
5ad25553d7d075001a428d36	[]	[]
5ad25553d7d075001a428d37	[]	[]
571cb010dd7acb1400e4c128	[]	[]
571cb010dd7acb1400e4c129	['towards', 'common']	[31, 32]
571cb010dd7acb1400e4c12a	['during', 'photosynthesis']	[52, 53]
571cb010dd7acb1400e4c12b	[]	[]
571cb010dd7acb1400e4c12c	[]	[]
5ad245f9d7d075001a428ac0	[]	[]
5ad245f9d7d075001a428ac1	['several', 'higher', '-', 'energy', 'species', 'of', 'molecular', 'O']	[8, 9, 10, 11, 12, 13, 14, 15]
5ad245f9d7d075001a428ac2	[]	[]
5ad245f9d7d075001a428ac3	['.']	[90]
571cb27fdd7acb1400e4c132	[]	[]
571cb27fdd7acb1400e4c133	[]	[]
571cb27fdd7acb1400e4c134	['the', '12']	[62, 63]
571cb27fdd7acb1400e4c135	[]	[]
571cb27fdd7acb1400e4c136	[]	[]
5ad254a5d7d075001a428d24	[]	[]
5ad254a5d7d075001a428d25	[]	[]
5ad254a5d7d075001a428d26	[]	[]
5ad254a5d7d075001a428d27	[]	[]
571cbe35dd7acb1400e4c13c	['and', '760', 'wavelengths', '687']	[12, 13, 10, 11]
571cbe35dd7acb1400e4c13d	[]	[]
571cbe35dd7acb1400e4c13e	[]	[]
571cbe35dd7acb1400e4c13f	['a']	[112]
571cbe35dd7acb1400e4c140	[]	[]
5ad257e2d7d075001a428d98	[]	[]
5ad257e2d7d075001a428d99	[]	[]
5ad257e2d7d075001a428d9a	[]	[]
571cc3dedd7acb1400e4c146	[]	[]
571cc3dedd7acb1400e4c147	['of']	[76]
571cc3dedd7acb1400e4c148	['magnetic', 'moments', 'of']	[36, 37, 38]
571cc3dedd7acb1400e4c149	[]	[]
571cc3dedd7acb1400e4c14a	[]	[]
5ad2456dd7d075001a428aa2	[]	[]
5ad2456dd7d075001a428aa3	['the', 'of', 'a']	[25, 27, 28]
5ad2456dd7d075001a428aa4	[]	[]
571cc5c45efbb31900334dda	[]	[]
571cc5c45efbb31900334ddb	[]	[]
571cc5c45efbb31900334ddc	[]	[]
571cc5c45efbb31900334ddd	['anaerobic']	[78]
571cc5c45efbb31900334dde	['about', '2', '.', '5', 'billion']	[100, 101, 102, 103, 104]
5ad258b4d7d075001a428dda	[]	[]
5ad258b4d7d075001a428ddb	[]	[]
5ad258b4d7d075001a428ddc	['as', 'superoxide', 'ion', '(', 'O', '−', '2', ')', 'and']	[6, 7, 8, 9, 10, 11, 12, 13, 14]
5ad258b4d7d075001a428ddd	[]	[]
5ad258b4d7d075001a428dde	['the', 'Great', 'Oxygenation']	[108, 109, 110]
571cc6f85efbb31900334de4	[]	[]
571cc6f85efbb31900334de5	[]	[]
571cc6f85efbb31900334de6	[]	[]
571cc6f85efbb31900334de7	[]	[]
571cc6f85efbb31900334de8	['from', 'combustible']	[137, 138]
5ad24eb1d7d075001a428c62	[]	[]
5ad24eb1d7d075001a428c63	[]	[]
5ad24eb1d7d075001a428c64	[]	[]
5ad24eb1d7d075001a428c65	[]	[]
571cc8815efbb31900334dee	[]	[]
571cc8815efbb31900334def	[]	[]
571cc8815efbb31900334df0	[]	[]
571cc8815efbb31900334df1	[]	[]
571cc8815efbb31900334df2	['of']	[66]
5ad252e6d7d075001a428d0c	['their', 'higher', 'oxygen']	[48, 49, 50]
5ad252e6d7d075001a428d0d	[]	[]
5ad252e6d7d075001a428d0e	[]	[]
5ad252e6d7d075001a428d0f	[]	[]
571cca4add7acb1400e4c150	[]	[]
571cca4add7acb1400e4c151	['the', 'Paleoproterozoic']	[36, 37]
571cca4add7acb1400e4c152	['banded']	[75]
571cca4add7acb1400e4c153	['around', '1', '.', '7', 'billion', 'years']	[110, 111, 112, 113, 114, 115]
571cca4add7acb1400e4c154	[]	[]
5ad25b1cd7d075001a428e66	[]	[]
5ad25b1cd7d075001a428e67	['the', 'Paleoproterozoic']	[36, 37]
5ad25b1cd7d075001a428e68	[]	[]
5ad25b1cd7d075001a428e69	[]	[]
571ccc00dd7acb1400e4c15a	[]	[]
571ccc00dd7acb1400e4c15b	[]	[]
571ccc00dd7acb1400e4c15c	[]	[]
571ccc00dd7acb1400e4c15d	['is']	[54]
571ccc00dd7acb1400e4c15e	[]	[]
5ad251d6d7d075001a428ce8	[]	[]
5ad251d6d7d075001a428ce9	['the', 'atmosphere', ',', 'biosphere', 'and']	[36, 37, 38, 39, 40]
5ad251d6d7d075001a428cea	[]	[]
5ad251d6d7d075001a428ceb	['is']	[54]
571ccd9b5efbb31900334df8	[]	[]
571ccd9b5efbb31900334df9	[]	[]
571ccd9b5efbb31900334dfa	['the']	[33]
571ccd9b5efbb31900334dfb	[]	[]
571ccd9b5efbb31900334dfc	['is', '90', '%', 'to', '93', 'O']	[41, 42, 43, 44, 45, 46]
5ad25bf3d7d075001a428e94	[]	[]
5ad25bf3d7d075001a428e95	[]	[]
5ad25bf3d7d075001a428e96	[]	[]
571ccfbadd7acb1400e4c164	[]	[]
571ccfbadd7acb1400e4c165	[]	[]
571ccfbadd7acb1400e4c166	[]	[]
571ccfbadd7acb1400e4c167	[]	[]
571ccfbadd7acb1400e4c168	[]	[]
5ad25d05d7d075001a428ed0	['TEXT', 'Oxygen']	[0, 1]
5ad25d05d7d075001a428ed1	[]	[]
5ad25d05d7d075001a428ed2	[]	[]
5ad25d05d7d075001a428ed3	[]	[]
571cd11add7acb1400e4c16e	['of']	[12]
571cd11add7acb1400e4c16f	[]	[]
571cd11add7acb1400e4c170	[]	[]
571cd11add7acb1400e4c171	[]	[]
571cd11add7acb1400e4c172	[]	[]
5ad26105d7d075001a428ff4	[]	[]
5ad26105d7d075001a428ff5	[]	[]
5ad26105d7d075001a428ff6	[]	[]
5ad26105d7d075001a428ff7	[]	[]
571cd3b55efbb31900334e03	[]	[]
571cd3b55efbb31900334e04	[]	[]
571cd3b55efbb31900334e05	['the', 'anaerobic']	[79, 80]
571cd3b55efbb31900334e06	[]	[]
5ad25f35d7d075001a428f6a	[]	[]
5ad25f35d7d075001a428f6b	[]	[]
5ad25f35d7d075001a428f6c	[]	[]
5ad25f35d7d075001a428f6d	[]	[]
571cd5b1dd7acb1400e4c178	[]	[]
571cd5b1dd7acb1400e4c179	[]	[]
571cd5b1dd7acb1400e4c17a	[]	[]
571cd5b1dd7acb1400e4c17b	[]	[]
571cd5b1dd7acb1400e4c17c	[]	[]
5ad25e70d7d075001a428f1c	[]	[]
5ad25e70d7d075001a428f1d	[]	[]
5ad25e70d7d075001a428f1e	[]	[]
5ad25e70d7d075001a428f1f	[]	[]
571cd703dd7acb1400e4c182	[]	[]
571cd703dd7acb1400e4c183	[]	[]
571cd703dd7acb1400e4c184	[]	[]
571cd703dd7acb1400e4c185	[]	[]
571cd703dd7acb1400e4c186	[]	[]
5ad261bad7d075001a429050	[]	[]
5ad261bad7d075001a429051	[]	[]
5ad261bad7d075001a429052	[]	[]
5ad261bad7d075001a429053	[]	[]
571cd88ddd7acb1400e4c18d	[]	[]
571cd88ddd7acb1400e4c18e	[]	[]
571cd88ddd7acb1400e4c18f	[]	[]
571cd88ddd7acb1400e4c190	[]	[]
5ad26000d7d075001a428fae	[]	[]
5ad26000d7d075001a428faf	[]	[]
5ad26000d7d075001a428fb0	[]	[]
5ad26000d7d075001a428fb1	[]	[]
571cda1bdd7acb1400e4c196	[]	[]
571cda1bdd7acb1400e4c197	[]	[]
571cda1bdd7acb1400e4c198	[]	[]
571cda1bdd7acb1400e4c199	[]	[]
571cda1bdd7acb1400e4c19a	[]	[]
5ad25dd3d7d075001a428f00	['high', 'pressure']	[5, 6]
5ad25dd3d7d075001a428f01	[]	[]
5ad25dd3d7d075001a428f02	[]	[]
5ad25dd3d7d075001a428f03	[]	[]
571cdcb85efbb31900334e0c	[]	[]
571cdcb85efbb31900334e0d	[]	[]
571cdcb85efbb31900334e0e	['as', 'the']	[163, 167]
571cdcb85efbb31900334e0f	[]	[]
571cdcb85efbb31900334e10	[]	[]
5ad262e2d7d075001a4290ca	[]	[]
5ad262e2d7d075001a4290cb	[]	[]
5ad262e2d7d075001a4290cc	[]	[]
5ad262e2d7d075001a4290cd	[]	[]
5ad262e2d7d075001a4290ce	[]	[]
571cde695efbb31900334e16	[]	[]
571cde695efbb31900334e17	[]	[]
571cde695efbb31900334e18	['carbohydrates']	[46]
571cde695efbb31900334e19	[]	[]
571cde695efbb31900334e1a	[]	[]
5ad26479d7d075001a42914e	[]	[]
5ad26479d7d075001a42914f	['no', 'contain']	[35, 34]
5ad26479d7d075001a429150	[]	[]
5ad26479d7d075001a429151	[]	[]
571ce3745efbb31900334e20	[]	[]
571ce3745efbb31900334e21	['permanent']	[42]
571ce3745efbb31900334e22	[]	[]
571ce3745efbb31900334e23	[]	[]
571ce3745efbb31900334e24	[]	[]
5ad266d0d7d075001a4291ec	[]	[]
5ad266d0d7d075001a4291ed	[]	[]
5ad266d0d7d075001a4291ee	[]	[]
5ad266d0d7d075001a4291ef	[]	[]
571ce5055efbb31900334e2a	[]	[]
571ce5055efbb31900334e2b	[]	[]
571ce5055efbb31900334e2c	[]	[]
571ce5055efbb31900334e2d	[]	[]
571ce5055efbb31900334e2e	[]	[]
5ad265efd7d075001a4291d0	[]	[]
5ad265efd7d075001a4291d1	['the', 'low', 'total']	[30, 31, 32]
5ad265efd7d075001a4291d2	[]	[]
5ad265efd7d075001a4291d3	[]	[]
571ce6655efbb31900334e34	[]	[]
571ce6655efbb31900334e35	[]	[]
571ce6655efbb31900334e36	[]	[]
571ce6655efbb31900334e37	[]	[]
571ce6655efbb31900334e38	[]	[]
5ad26530d7d075001a4291a0	[]	[]
5ad26530d7d075001a4291a1	[]	[]
5ad26530d7d075001a4291a2	[]	[]
5ad26530d7d075001a4291a3	[]	[]
5725b33f6a3fe71400b8952d	['in', 'October']	[6, 7]
5725b33f6a3fe71400b8952e	['from', 'US', '$', '3', 'per']	[56, 57, 58, 59, 60]
5725b33f6a3fe71400b8952f	[]	[]
5725b33f6a3fe71400b89530	[]	[]
5725b33f6a3fe71400b89531	['of']	[12]
5a38a8d2a4b263001a8c1875	['in', 'October']	[6, 7]
5a38a8d2a4b263001a8c1876	['the', '1979']	[116, 117]
5a38a8d2a4b263001a8c1877	[]	[]
5a38a8d2a4b263001a8c1878	[]	[]
5a38a8d2a4b263001a8c1879	[]	[]
5a75028897ca42001a521daf	['October']	[7]
5a75028897ca42001a521db0	[]	[]
5a75028897ca42001a521db1	[]	[]
5a75028897ca42001a521db2	['oil']	[37]
5a75028897ca42001a521db3	[]	[]
5725b5a689a1e219009abd28	['East', 'to', 'avoid', 'being', 'targeted', 'by', 'in', 'the', 'Middle']	[34, 35, 36, 37, 38, 39, 31, 32, 33]
5725b5a689a1e219009abd29	[]	[]
5725b5a689a1e219009abd2a	['By', 'January', '18', ',']	[87, 88, 89, 90]
5725b5a689a1e219009abd2b	['in', 'March']	[133, 134]
5a38aa28a4b263001a8c187f	['created', 'a', 'rift', 'within']	[11, 12, 13, 14]
5a38aa28a4b263001a8c1880	[]	[]
5a38aa28a4b263001a8c1881	[]	[]
5a38aa28a4b263001a8c1882	[]	[]
5a38aa28a4b263001a8c1883	['the', 'embargo']	[131, 132]
5a7504cb97ca42001a521dc3	['within']	[14]
5a7504cb97ca42001a521dc4	['and']	[20]
5a7504cb97ca42001a521dc5	['.', 'Arab']	[42, 43]
5a7504cb97ca42001a521dc6	['multilateral', 'with', 'the']	[65, 67, 68]
5a7504cb97ca42001a521dc7	['for']	[73]
5725b76389a1e219009abd4a	['On', 'August', '15', ',']	[1, 2, 3, 4]
5725b76389a1e219009abd4b	['(', 'rise', 'and', 'to']	[58, 59, 60, 63]
5725b76389a1e219009abd4c	[]	[]
5725b76389a1e219009abd4d	[]	[]
5725b76389a1e219009abd4e	['""\'""', 'real', 'income\']"']	[145, 146, 147]
5a38ab9fa4b263001a8c1889	[]	[]
5a38ab9fa4b263001a8c188a	[]	[]
5a38ab9fa4b263001a8c188b	[]	[]
5a38ab9fa4b263001a8c188c	[]	[]
5a38ab9fa4b263001a8c188d	[]	[]
5a75054b97ca42001a521dcd	[]	[]
5a75054b97ca42001a521dce	[]	[]
5a75054b97ca42001a521dcf	[]	[]
5a75054b97ca42001a521dd0	['(', 'rise', 'and', 'fall']	[58, 59, 60, 61]
5a75054b97ca42001a521dd1	['In', 'September']	[150, 151]
5725b92e38643c19005acbd3	['by', 'less', 'than', 'two', 'percent', 'per']	[36, 37, 38, 39, 40, 41]
5725b92e38643c19005acbd4	['After']	[10]
5725b92e38643c19005acbd5	['of', '1973', '–']	[89, 90, 91]
5725b92e38643c19005acbd6	[]	[]
5a38ace7a4b263001a8c1893	[]	[]
5a38ace7a4b263001a8c1894	[]	[]
5a38ace7a4b263001a8c1895	[]	[]
5a38ace7a4b263001a8c1896	[]	[]
5a38ace7a4b263001a8c1897	['After']	[10]
5a7505e497ca42001a521de1	[',', 'OPEC']	[12, 13]
5a7505e497ca42001a521de2	[]	[]
5a7505e497ca42001a521de3	[]	[]
5a7505e497ca42001a521de4	[]	[]
5725bad5271a42140099d0bd	['On', 'October', '6', ',']	[1, 2, 3, 4]
5725bad5271a42140099d0be	[',']	[51]
5725bad5271a42140099d0bf	['say']	[186]
5725bad5271a42140099d0c0	[]	[]
5725bad5271a42140099d0c1	['"[\'""', 'Of', 'course', '[', 'the', 'price', 'of', 'oil', ']', 'is', 'going']	[81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]
5a38b07ca4b263001a8c189d	['a', 'surprise']	[19, 20]
5a38b07ca4b263001a8c189e	[]	[]
5a38b07ca4b263001a8c189f	[]	[]
5a38b07ca4b263001a8c18a0	['by', '300']	[121, 122]
5a38b07ca4b263001a8c18a1	[]	[]
5a75066297ca42001a521de9	[]	[]
5a75066297ca42001a521dea	['on', 'Yom']	[25, 26]
5a75066297ca42001a521deb	[]	[]
5a75066297ca42001a521dec	['world', 's', 'second', '-', 'largest', 'oil', 'exporter', 'and', 'a', 'close', 'US']	[55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]
